146	244	280	7	165
233	24	161	294	241
84	119	264	57	56
141	178	229	190	84
155	179	219	127	130
75	10	18	27	117
5	234	65	46	170
118	71	126	81	234
210	166	293	256	96
257	201	66	249	286
1	257	205	112	201
162	82	247	91	117
114	30	283	239	113
83	128	218	282	238
291	232	103	269	173
261	27	270	175	46
35	95	77	276	30
45	42	283	287	274
165	218	287	35	177
101	222	123	104	189
62	2	280	94	48
220	34	299	247	134
181	69	236	119	171
231	207	225	241	220
202	149	131	5	245
17	294	103	5	292
189	105	289	114	29
156	1	212	133	1
8	45	82	80	181
86	3	135	90	269
16	16	58	247	42
51	277	46	257	251
81	238	277	204	226
52	101	154	195	152
57	250	155	13	93
239	110	160	259	182
223	174	177	266	111
41	233	49	117	38
60	296	16	10	29
25	209	145	110	299
275	29	57	30	153
114	35	293	210	11
94	300	35	98	155
275	154	125	225	131
244	185	224	42	60
284	201	202	214	159
179	144	197	136	275
120	61	232	72	202
162	252	273	88	29
31	236	45	268	172
83	42	62	238	75
66	212	295	209	178
36	171	193	41	201
248	246	91	17	40
172	32	55	244	250
240	56	184	88	21
299	32	212	226	124
59	263	226	149	104
159	211	95	8	98
157	248	100	79	263
295	29	37	60	143
23	33	203	107	182
44	33	25	121	160
3	176	158	84	211
108	188	206	178	148
274	275	157	229	290
245	75	227	21	246
293	67	70	7	32
141	255	65	227	254
292	117	261	179	251
9	247	188	81	272
36	159	206	35	30
188	143	70	133	120
107	163	65	156	123
252	107	6	40	208
247	44	218	136	109
278	98	139	250	235
30	102	210	243	37
167	232	89	234	10
46	187	89	106	8
241	228	85	191	43
251	279	140	86	37
189	225	227	136	218
86	186	213	23	35
178	45	146	239	186
119	55	12	88	54
118	14	264	233	90
177	133	94	36	169
70	75	214	58	271
6	262	229	89	38
273	8	113	238	78
158	93	227	150	263
135	101	114	176	129
284	95	45	8	36
282	140	188	49	110
31	199	208	30	164
276	252	291	32	227
2	165	62	139	183
294	147	120	167	289
13	63	128	92	239
102	39	104	132	4
19	236	205	233	173
155	250	98	234	217
37	131	194	229	291
84	187	282	40	261
96	199	275	79	149
61	49	299	51	265
67	149	284	218	253
135	248	77	152	145
165	105	239	50	106
50	120	119	21	205
75	43	60	31	160
296	19	241	289	125
259	202	245	263	114
38	260	198	212	8
273	248	30	59	211
287	26	173	102	204
57	102	295	72	146
206	69	36	232	113
160	141	12	5	62
136	196	193	202	276
171	99	68	259	265
236	196	2	73	1
69	274	166	54	62
201	213	79	200	226
259	279	299	263	73
135	123	93	177	65
227	280	188	147	110
192	206	162	31	72
287	270	44	238	139
258	96	185	94	230
264	289	87	262	185
48	62	194	1	222
287	168	136	116	248
199	43	41	229	215
97	80	108	42	25
217	225	14	264	110
275	104	121	6	181
216	38	78	92	150
146	182	252	214	122
228	73	113	219	215
280	212	263	275	270
187	59	188	15	243
115	113	82	136	164
291	165	84	86	221
182	53	198	152	8
27	70	225	104	175
170	48	162	164	13
175	86	18	243	74
66	45	105	23	101
201	13	74	241	284
11	73	77	179	52
137	123	287	113	66
142	229	149	68	88
67	64	122	7	254
175	300	209	232	32
262	6	170	97	60
14	224	178	183	266
74	132	245	266	261
277	29	230	232	96
74	242	181	41	261
96	284	219	257	162
219	183	31	287	177
68	86	142	188	180
37	103	270	136	143
246	281	81	288	45
71	76	22	257	192
130	236	280	18	203
293	268	220	85	6
39	172	178	47	189
9	188	252	205	135
213	259	257	120	255
53	58	70	47	242
8	300	140	7	38
19	162	122	249	5
33	168	12	36	11
296	81	179	115	168
22	239	170	273	179
262	64	228	16	226
235	244	215	243	92
84	145	234	19	5
293	276	134	52	183
280	134	190	139	218
62	130	132	196	273
182	87	129	26	13
169	185	67	93	188
116	60	206	156	186
128	166	176	289	77
56	73	151	156	19
222	151	115	141	192
8	25	190	157	282
140	31	88	112	216
251	209	151	76	192
76	108	160	119	256
8	242	108	172	104
189	161	86	7	11
136	158	142	18	283
148	19	251	78	277
208	113	187	169	260
111	9	201	20	192
113	18	266	47	177
182	136	99	122	54
155	277	247	258	108
146	45	103	98	48
6	284	285	222	48
203	64	54	124	195
77	247	94	217	140
251	269	227	40	140
295	23	268	222	114
100	148	116	86	14
114	123	59	13	74
160	254	205	145	234
239	32	101	145	236
180	16	18	246	176
61	244	208	260	37
202	188	74	185	26
